Wave,Area,Wavelength_nm,Area_transformed
4348.94421788,0.0912349131832258,2299.4086608162443,172.55547259534376
4351.04971222,0.0644593341864646,2298.2959656642906,122.03204968027035
4356.21928462,0.0091315149799146,2295.568553058347,17.328553137872387
4356.22681769,0.0090603227642269,2295.5645834122924,17.193513651348947
4357.51497344,0.0032474975514381,2294.8859753671923,6.166327808220202
4362.07248354,0.0032034787933114,2292.4882696778554,6.0954757678525455
4366.83338665,0.0675189500954337,2289.988903760641,128.75346471072393
4367.0047641,0.0036283336085456,2289.899036109916,6.919497281059259
4375.6207181,0.0031108096079401,2285.3900381800554,5.95597370390517
4375.71488154,0.0031381087074439,2285.3408576018956,6.008499312203928
4378.2987261,0.0036415851619312,2283.992168096664,6.980736579650675
4380.1480959,0.0954320778203792,2283.027829438099,183.0930961781551
4380.32888969,0.0684258637925275,2282.9335996977406,131.2906288698388
4380.65657844,0.0034202422479622,2282.7628281149377,6.563496881437581
4384.34966823,0.0032749825279498,2280.8399778106855,6.295342373671579
4384.35531804,0.0032744444670623,2280.8370386527977,6.294324307040794
4384.37415072,0.003504869875599,2280.8272415249517,6.737319076362571
4384.38545033,0.0176931463546339,2280.8213632876027,34.01124467547107
4391.31587891,0.0033765677434615,2277.2217430375727,6.511256795001165
4393.85452503,0.0562170268005744,2275.9060280749104,108.53235350862492
4394.31404258,0.0989299905368209,2275.6680344422484,191.0337712129476
4394.74907763,0.0035988706070335,2275.4427666648035,6.950793714733794
4400.57591079,0.0031153698245788,2272.429837076661,6.032934957798235
4404.40836247,0.0703749083079625,2270.452505087876,136.51896878047788
4407.88675964,0.0658212879315441,2268.6608221343504,127.88724552617306
4408.72293091,0.0031294124315167,2268.230541295529,6.0825882095839905
4415.54977971,0.0849437775363417,2264.7236468607475,165.61556139895387
4420.01500965,0.0744484497811715,2262.435756025148,145.4464572536992
4421.40297863,0.1047558266144919,2261.7255310889045,204.78511537125854
4422.68360131,0.0358644347005449,2261.0706307450973,70.15130136296703
4512.6850094,0.0918469039998312,2215.975628516023,187.04002945980153
4535.34449762,0.0032795113550906,2204.904171060803,6.745741594763531
4535.36333031,0.0033957273681997,2204.8950153937244,6.984848384136283
4535.37274665,0.0033272303689651,2204.890437591129,6.843981759799733
4549.03209406,0.0033942854184337,2198.2698282251563,7.024030037896364
4813.39592878,0.0969382325456513,2077.5353093662075,224.59406190343546
4815.34322855,0.0035626684079591,2076.695164886763,8.260948204581728
4817.26981236,0.0036766854207441,2075.864626544752,8.53214870585052
4819.17756349,0.0037459309641476,2075.04286120516,8.699727024586863
4824.67859117,0.0032525671690284,2072.6769278064944,7.571170873871377
4854.40598659,0.0037317771264176,2059.9842756506955,8.794028885186025
4866.79601094,0.0973134839829604,2054.7399105122026,230.49383196186895
4868.66044689,0.0905367235244841,2053.953055277822,214.60693255963855
4872.3102215,0.1011224338899044,2052.414469807996,240.05866042779923
4874.0936769,0.0882691898821995,2051.6634810269293,209.69925343437302
4877.57960715,0.0934867363129668,2050.1971890609616,222.41226405543452
4879.28396526,0.079889483163236,2049.481045005573,190.1961841224183
4880.95819108,0.0629797876398178,2048.778049005849,150.04148960997094
4881.96950633,0.0037452809709801,2048.353638226114,8.926362690378607
4883.15219904,0.1305695418162918,2047.8575298074763,311.34536263751306
4884.31417579,0.0939084872950841,2047.3703451687927,224.03301718456763
4885.45543658,0.0848386270058534,2046.892071745182,202.4900761789298
4894.11093923,0.0761144425095133,2043.272031257493,182.31176271225434
4895.52904051,0.0032577016959024,2042.6801510625362,7.807474532570924
4896.92077603,0.0816628668420201,2042.0996085844656,195.8261916254214
4898.28426252,0.0826029241160828,2041.5311697029485,198.19075468478644
4899.62138326,0.0033316124957875,2040.974029986461,7.997965473967807
4900.93025496,0.0922640583290225,2040.428955274251,221.61012454820988
4902.21087763,0.0809872074113875,2039.89592647523,194.62579633020394
4903.46513454,0.0030684371092668,2039.3741416778958,7.377741080133228
4905.88701801,0.1137185963529522,2038.367366245697,273.69481811406786
4925.23007016,0.0775466967353366,2030.3620049317092,188.1119335737887
4927.55402366,0.1007893994909814,2029.404437167871,244.72461078145284
4929.85161139,0.0036670076045842,2028.4586207211303,8.912088796769254
4932.11906683,0.0037435706915544,2027.526072363711,9.106534627353131
4939.20204017,0.1096905125195015,2024.6185352757536,267.5978678372732
4939.8065694,0.0942152221283961,2024.3707642209608,229.9010544081006
4941.12109091,0.0787595178207492,2023.8322064999854,192.28882382844358
4941.76328551,0.0033638593596825,2023.5692044014972,8.2148891400108
4943.69363586,0.1184699560612088,2022.7790669436195,289.541837460955
4944.88574491,0.0036414889014004,2022.2914170046222,8.904130437073233
4945.59385392,0.1330717191749318,2022.001865776696,325.47876815598926
4946.73134817,0.0036153598992572,2021.536909155055,8.846840276612816
4947.46582294,0.0036823648770785,2021.236802411616,9.013478457943911
4948.55246894,0.1433184816568226,2020.7929617329169,350.9607563356791
4950.34910722,0.0036820990089026,2020.0595520455656,9.023335734314767
4952.11937974,0.1457992714292171,2019.337425691266,357.55064429087963
4952.43576887,0.003338342355365,2019.208419189999,8.187825452944326
4953.86705303,0.0037126219603001,2018.6250242391077,9.11107084705782
4954.66932547,0.0037144457281382,2018.29816343019,9.118499260313072
4956.39816608,0.003672678371467,2017.594161106102,9.022258636474831
4958.09875766,0.0037064671519707,2016.9021410778737,9.111513051234338
4959.77110021,0.1119246768960923,2016.2220791956695,275.32719912036407
4961.41331046,0.1204980567799753,2015.554716821777,296.61346219141
4962.22499924,0.0577146881380311,2015.2250253730072,142.11478355816288
4964.91995666,0.0034084054364268,2014.1311616888981,8.401866022227647
4965.36629132,0.0031679680466234,2013.95011229707,7.81058162991994
4965.38512401,0.0031329231843179,2013.9424737962904,7.724237596893567
4966.8747895,0.0032739372058393,2013.3384520060893,8.076752397932202
4966.93317083,0.0030929954807923,2013.3147872269337,7.630551341618357
4968.44355227,0.0035559080788512,2012.702749824171,8.77791247037172
4968.80137331,0.109899018930262,2012.5578079484458,271.3295459287973
4969.21004261,0.0035836594316959,2012.3922946005432,8.849147596647981
4970.69405829,0.0036936115978361,2011.7914888208115,9.126101449885509
4972.15170822,0.0036621884629366,2011.2017063895944,9.053769477205531
4972.57356039,0.0647435983722119,2011.0310845186768,160.0881796151968
4973.58299238,0.0036990957459428,2010.6229282432698,9.150278468813092
4974.20070449,0.003713053631013,2010.373242674632,9.18708705186602
4974.99167732,0.0037311090680061,2010.0536138759821,9.23469724009501
4975.56607425,0.1228108288775146,2009.8215661837764,304.0336535316139
4975.65835442,0.0030150854519603,2009.7842913826173,7.4645001369853095
4976.90319498,0.1460905865371494,2009.281597055493,361.86003393388984
4977.72994991,0.0036932129974163,2008.947873956241,9.150967621888848
4978.02938963,0.0738719682638081,2008.8270312006466,183.06047428446857
4978.21018342,0.0036969777279685,2008.7540765765862,9.162063384391612
4979.06142084,0.0036940237601457,2008.4106530890986,9.157873746346741
4979.48892282,0.0036854392334203,2008.2382258492441,9.138160803000396
4979.79401234,0.003419386853742,2008.1151901504074,8.479514653172432
4980.73941319,0.0036822770662863,2007.7340271040857,9.134906450129614
4981.95977127,0.0037201303433522,2007.2422217594108,9.233334927668214
4986.52104791,0.0036969971076699,2005.406154696028,9.192728290121698
4988.19527372,0.0035083386400162,2004.733065019404,8.729480511944702
4990.67177198,0.0032807023136878,2003.7382654865717,8.171181192277782
4996.62478414,0.0034550858672983,2001.3509983261954,8.626056943690969
4998.06548464,0.0474947871248001,2000.774105647853,118.64510619099752
