indice_peak,lambda (nm),wave (cm-1),EW_nm_fixed,EW_nm_auto
313,586.04019,17063.67612774134,0.05139409214499567,0.0014089315191112943
314,586.12109,17061.320895311925,0.052175687831356676,0.00859774636241175
315,586.27342,17056.887893706662,0.048056314251071305,0.000891198575906761
316,586.39814,17053.26009390139,0.04987461681024711,0.009834132785583479
317,587.48407,17021.73813836348,0.01688593077739855,0.00238631390612152
318,588.29101,16998.389963497826,0.03937032962072504,0.0047075764959196124
319,590.41092,16937.356104456874,0.05836586979633529,0.0017747445981833026
320,590.73085,16928.183114188127,0.04611502200585301,0.009352004496678827
321,590.8479900000001,16924.826976224456,0.04060108755116034,0.004136947607807552
322,591.78867,16897.92405116509,0.0566009347085227,0.008135912679400285
323,592.94316,16865.022947562124,0.046871112221704106,0.0043470817275458595
324,593.13202,16859.652931905446,0.043407581179398226,0.004137907150477393
325,593.1822900000001,16858.224138822483,0.04408267029116324,0.010970252262539663
326,593.6299200000001,16845.5120995249,0.03800884234584414,0.008308388714689939
327,595.4367500000001,16794.395038599814,0.05158783483711283,0.011592500879404692
328,595.83446,16783.1850477396,0.039680830460361007,0.00682161090701932
329,596.48905,16764.76709840692,0.029188459958174463,0.0004073316224375733
330,597.1215900000001,16747.007925136317,0.027367251623494928,0.000464623556566782
331,597.7815800000001,16728.518131990615,0.03621094204722813,0.016614839247093293
332,597.8432700000001,16726.7919566946,0.03485226843021105,0.016614839247093293
333,598.5338399999999,16707.493096798004,0.04111362597956189,0.021869745860018826
334,598.64728,16704.327128989877,0.042533313853467945,0.021869745860018826
335,600.46749,16653.690943368143,0.034553838787834745,0.010846463174497084
336,600.72046,16646.677890744722,0.04230798664606893,0.0026021672056977118
337,600.96241,16639.975868041398,0.041620896060919794,0.017509610312712056
338,601.02207,16638.3241134556,0.04194177282608464,0.017509610312712056
339,601.6910200000001,16619.825903334902,0.04670533056108032,0.0006563150120875696
340,601.99662,16611.38894766552,0.054656670545978954,0.0013208061712730503
341,602.10329,16608.44603589527,0.05761255955925059,0.0006812016907926729
342,602.57262,16595.51009801939,0.052324513789649876,0.01311424465375221
343,602.8720000000001,16587.268939343674,0.030606021216934686,0.006801692342787407
344,603.57064,16568.068983607285,0.010463826233200232,0.0008854566241801225
345,605.5750400000001,16513.230135773098,0.01964032572200803,0.0010678112340348873
346,605.76815,16507.96596024403,0.02003419408203107,0.008567957602631479
347,606.45271,16489.33187222463,0.021136375731099177,0.0027755113419474214
348,608.01739,16446.89800730864,0.025002703712296577,0.008413089258703066
349,608.0692200000001,16445.49612295784,0.025310350704095444,0.0048373359604528795
350,608.4394599999999,16435.488914542133,0.03444448053160178,0.004598312660985506
351,609.53313,16405.999129202377,0.027678296672923184,0.003115766401882754
352,609.60607,16404.03613435148,0.027821393838406677,0.00199943629619825
353,609.8353000000001,16397.87004786374,0.020574735110266917,0.0038442582989271215
354,609.99329,16393.6229528033,0.043762872299749234,0.001650546862755408
355,610.19603,16388.17610793043,0.04409278966319451,0.0008536251012439445
356,610.68214,16375.130931453145,0.04581362225732829,0.0012633932123587539
357,612.1943500000001,16334.681951899749,0.04277054815276597,0.0005574401124420502
358,612.96027,16314.271070129878,0.02637426336091896,0.0053837867508564905
359,613.83138,16291.118906302901,0.05088047016174364,0.04035646026805667
360,613.86932,16290.112038829371,0.059382744033123755,0.04035646026805667
361,613.9390400000001,16288.262104980322,0.06326857656569874,0.04035646026805667
362,615.3320600000001,16251.38790915591,0.036738342731927526,0.005036693206434463
363,615.94325,16235.261933627813,0.06850484615969799,0.007121352952067405
364,616.70664,16215.165122918086,0.09297984258871891,0.004628105546942813
365,617.5043800000001,16194.217116322314,0.05679007761941656,0.007194410534479422
366,618.1914300000001,16176.219071817282,0.026057522441433778,0.006555476447758221
367,618.97026,16155.865065310245,0.039451306189230706,0.004936343667287476
368,620.2028500000001,16123.756928882216,0.01677938571994326,0.007835258627784432
369,621.51493,16089.71807000678,0.02724055378899502,0.008429441329890435
370,621.68633,16085.28210681422,0.03670966141660264,0.008513240528982894
371,622.10016,16074.581945132437,0.035468058968008066,0.009513641834811662
372,623.43654,16040.124950006939,0.04272300530163409,0.009013753783806864
373,624.23726,16019.550002510263,0.040315305993936214,0.004915799011954266
374,624.80467,16005.002011268578,0.04201407487317731,0.013324637960461074
375,625.4285,15989.037915605062,0.04982983065612151,0.01273138108566466
376,626.68669,15956.936950424142,0.021306794532542157,0.009091235334420928
377,627.1959300000001,15943.981014034958,0.018398472772034498,0.005497263475366706
378,628.23553,15917.59701970374,0.08753816738627124,0.02305779840146613
379,629.9534800000001,15874.18804321868,0.07070520182310285,0.007936014759194076
380,630.3243900000001,15864.846987754985,0.0606652747826231,0.029574160827900136
381,630.4236500000001,15862.349072722762,0.06179548120503595,0.029574160827900136
382,631.3245700000001,15839.713002140878,0.04283187113704133,0.004055406644639211
383,631.7558,15828.900977244688,0.06033699068676724,0.004244517947954382
384,633.85765,15776.412890181256,0.025748797450529954,0.013028528126191775
385,634.06302,15771.30298499351,0.032619455625983514,0.009167391590758025
386,634.59033,15758.197891228503,0.028173506490682867,0.017354488187965828
387,636.61253,15708.141968239299,0.03392497038578113,0.0382024635440485
388,636.6454800000001,15707.328983157153,0.0351599663878717,0.0382024635440485
389,638.25072,15667.824080167116,0.01730655787839188,0.005364914172928022
390,638.74838,15655.617005243912,0.012505654763073797,0.0010879477465945467
391,639.43059,15638.913990649085,0.022286608279010592,0.0018421307898024368
392,639.53687,15636.315072811985,0.022706546813553954,0.015853040719126733
393,640.17704,15620.678929691074,0.03171765012585837,0.02610493852908764
394,640.97896,15601.136112174414,0.0399778454763659,0.01780003231956282
395,641.34216,15592.300995774236,0.045355347158943765,0.016606616833904558
396,642.14198,15572.880003889482,0.03773225154097674,0.010554452899688769
397,642.1724100000001,15572.14206695675,0.037116551892550954,0.010554452899688769
398,642.31257,15568.744046220361,0.033848951496891225,0.012511921108594188
399,643.2623800000001,15545.755994622285,0.024866146625379802,0.012718891693914472
400,643.81862,15532.324927166599,0.03347676123485063,0.0010362676028961978
401,648.3661400000001,15423.384077397994,0.04944990538081258,0.008223294625135673
402,649.67751,15392.252072878435,0.10194119555369684,0.07106938054034263
403,649.8261600000001,15388.731041545017,0.09477028172493994,0.07106938054034263
404,650.0735,15382.87593633643,0.07489432892120358,0.004743340345040035
405,651.1415400000001,15357.644053856553,0.013316219488424385,0.0003120986762434299
406,652.0168100000001,15337.027890431227,0.054185108720299933,0.017576030119130216
407,655.34879,15259.050070116098,0.06025998506254827,0.16185845026471266
408,655.8599300000001,15247.158032661027,0.1165520630738586,0.3064888193639288
409,657.10301,15218.314096598035,0.09993224664237858,0.303803486693826
410,658.3028,15190.577952881256,0.025800977993654682,0.06010306197182686
411,659.31334,15167.295113428161,0.04027271818650019,0.001172707854895786
412,659.4734800000001,15163.612037894229,0.03738405168280678,0.015303419075274655
413,659.5691700000001,15161.412107846094,0.03923045767808504,0.010240351314353979
414,660.9851,15128.934071282394,0.02104608012781534,0.0017721909800127887
415,661.09356,15126.451995690291,0.022749617747432352,0.006899942443033612
416,662.6851700000001,15090.121905097105,0.0089115656119141,0.0017912711823497025
417,662.9375100000001,15084.378013245921,0.011960167424063218,0.0028739329157763684
418,663.52444,15071.034911690667,0.026028156423149096,0.01481608141199038
419,663.55816,15070.269047704875,0.026063360743116964,0.01481608141199038
420,663.59392,15069.45693534986,0.0257716278259655,0.01481608141199038
421,664.8767300000001,15040.381996825185,0.016343727906884306,0.000980310338900057
422,665.56901,15024.738005755406,0.0052739131156054496,0.00104126955248761
423,666.9260100000001,14994.167044107333,0.02234797985477213,0.000651272768519771
424,668.9338600000001,14949.161042617874,0.0032485509422559957,0.0003643213648509365
425,669.41201,14938.48310250663,0.010106455262265343,0.00024207063682281883
426,670.09914,14923.164951383163,0.01726416663875394,0.000835535241026499
427,670.54182,14913.31293848309,0.016341105165011003,0.0037586525613642185
428,670.63319,14911.281083478734,0.014018418380218946,0.0005954799704190228
429,670.69535,14909.89910694923,0.014289954035804858,0.004794362954676919
430,670.92849,14904.718087019974,0.01584369511579964,0.0007437922727416622
431,671.21721,14898.306913197293,0.013024008702896758,0.0016103201863080347
432,671.72372,14887.072917419086,0.030115715845361487,0.0030073426456797055
433,671.8091400000001,14885.180037889926,0.03021586107291934,0.0017955683555046305
434,672.7213800000001,14864.995074186581,0.01629457646218262,0.0017556049785275407
435,672.85238,14862.100955933305,0.015594699063969097,0.00481890458849408
436,673.3923300000001,14850.183993037163,0.008443885014317441,0.0007152482919457151
437,673.5010000000001,14847.787902319371,0.010879350082332867,0.0026901941787061635
438,673.9847,14837.13205952598,0.014521070075689792,0.0031259130847598555
439,674.13823,14833.753012345851,0.014052252492713076,0.001186228759558924
440,674.69632,14821.482945097432,0.015049346421583941,0.000881361447436601
441,674.8817300000001,14817.411044747054,0.01990344182214104,0.00045829649282825544
442,675.2015700000001,14810.392102613148,0.020621013199205413,0.007554511481547937
443,675.4571100000001,14804.789011696093,0.021956378711578798,0.0037639594348969413
444,675.53281,14803.129991569172,0.02071315948051289,0.0006232728682466125
445,678.55762,14737.141998346433,0.013943461233532024,0.004465287220553147
446,678.8733500000001,14730.288057411592,0.014546394553550092,0.0026325287546944405
447,679.51341,14716.413028552299,0.011342309796902716,0.0012813102338269057
448,680.5878600000001,14693.180098745808,0.01292537188533122,0.00413501267444708
449,680.61492,14692.595924873349,0.012630059159630736,0.00413501267444708
450,680.87234,14687.041039146927,0.015691581651408385,0.0035637124861419775
451,681.2142200000001,14679.67007500225,0.015533048954872663,0.005164555093969056
452,683.04756,14640.268973364022,0.0114589115433412,0.007334053918970577
453,683.88928,14622.249964204733,0.025122890307240898,0.0018113302705552762
454,684.17179,14616.212106611412,0.03757181307462885,0.009508450205962093
455,684.4574,14610.11306182094,0.03580283900835139,0.016246538993726144
456,684.55444,14608.041984213849,0.03606937435410032,0.0063577701683966694
457,685.7053700000001,14583.522949514014,0.022113140208988614,0.008753718163549272
458,685.9142400000001,14579.082073000845,0.026237278029735172,0.0022355206138884283
459,686.0042100000001,14577.170014743786,0.02927526159220183,0.0052991012578111375
460,691.85896,14453.812956328555,0.08697991523909003,0.007535816904183659
461,694.7121000000001,14394.452032719739,0.09079882838695943,0.00835745908448591
462,698.0776500000001,14325.053953525083,0.05075741257703212,0.01424102279455475
463,700.18146,14282.011980151545,0.06469469142193233,0.029458065415387598
464,702.4890700000001,14235.09692471087,0.0805092276348735,0.03696698887377018
465,713.49526,14015.51006799961,0.035154284768818655,0.004800999461229836
466,720.90979,13871.361075565363,0.18896168578492106,0.34332411801603196
467,720.93744,13870.829069440477,0.17946702411375626,0.33011709969789
468,729.0746800000001,13716.016032815733,0.1949915685290326,0.23354068541553522
469,740.3723600000001,13506.717079497672,0.037444808349965816,0.006970282957891432
470,741.3195700000001,13489.459073635408,0.06080523207927875,0.01681324097829537
471,742.07108,13475.798032716757,0.05865274662151229,0.005017588559968613
472,744.29616,13435.51201446478,0.03144286447018278,0.007489243775455426
473,744.50723,13431.703007101756,0.03714760876966476,0.0043376412486564
474,744.9444900000001,13423.819001601043,0.03205306831565757,0.003498118441091493
475,746.3575500000001,13398.404022308074,0.021631369910507778,0.0028702112553436313
476,747.5612100000001,13376.831042370428,0.01459931762480384,0.002164042987255963
477,747.84348,13371.782020483752,0.015205453544182235,0.003468158806685507
478,748.3993,13361.851086712668,0.014803674180526789,0.00501137684086549
479,749.37117,13344.521914287148,0.03336147982788808,0.00703173521748046
480,749.7131400000001,13338.435017959002,0.03420356405496349,0.01952904686195891
481,750.0595400000001,13332.274928467677,0.027963538130129452,0.0019364483501529614
482,750.80813,13318.982041390522,0.024746083482363006,0.0025642210017919943
483,750.93335,13316.761068076148,0.03600620868787762,0.0063370965284285305
484,751.3088700000001,13310.105070368727,0.03587007000132329,0.021102745855063974
485,753.32189,13274.537926941164,0.01832000267443939,0.012387031552240092
486,754.39894,13255.585963575188,0.012120763889128326,0.0011586375041913492
487,754.9975000000001,13245.076970453543,0.014502653503361398,0.0037363286003540526
488,756.50931,13218.607977210484,0.014938480476920866,0.0018452142138491044
489,757.09838,13208.323071567,0.01878458149230749,0.008436409298381884
490,758.8107200000001,13178.517035183688,0.036764166425392514,0.015533068952513019
491,759.03944,13174.54597616166,0.038772078983350895,0.005025360228638461
492,762.0086900000001,13123.209920348807,0.4470685284638272,1.2248879722311867
493,771.24865,12965.987039329015,0.03105826147809295,0.007364915259187852
494,772.1173,12951.40000101021,0.0338545139236608,0.0028883495233543283
495,772.53335,12944.424988254552,0.026358512089396133,0.007230475730301573
496,773.97955,12920.238008872457,0.009192741552815646,0.0002235126431481658
497,774.76455,12907.14708100674,0.03893267236363676,0.0022057476533898887
498,774.8726200000001,12905.346945927704,0.0435725005254943,0.0018550221981882959
499,775.32422,12897.83002006567,0.029909950443340876,0.004740064851592106
500,778.2698300000001,12849.014075234034,0.016425359595571738,0.013691470319722222
501,780.46198,12812.923955629458,0.0204799223508402,0.0016122013596061783
502,781.00575,12804.003043511522,0.017721831214652373,0.006295185955744785
503,781.29639,12799.239991368704,0.018029305023482947,0.00791027762449186
504,782.29553,12782.892930501597,0.0023929955860965864,0.0005013769994899361
505,783.4351700000001,12764.29803374796,0.030454348056494867,0.016231790437541634
506,784.67172,12744.183006875792,0.008643335829686086,0.001248491938094741
507,785.7560000000001,12726.59706066514,0.009279953361266304,0.004000614892462731
508,791.5043700000001,12634.169031814694,0.05638526342820654,0.00766888749022544
509,793.93239,12595.53096202562,0.04954563140055309,0.019913080798436854
510,794.3273600000001,12589.267981402527,0.0650609674135611,0.004389813694112297
511,794.80326,12581.729974283195,0.05383725660142816,0.034666294010745405
512,795.71226,12567.356948854853,0.03570017910615662,0.0007121208091094609
513,795.7880500000001,12566.16004726384,0.04162717921059917,0.0025085519662180534
514,800.11458,12498.209943880787,0.060148134646951845,0.04052982303711475
515,803.05224,12452.490014846357,0.04987652417790842,0.03355383378816332
516,804.82606,12425.044984254113,0.059248215468924975,0.023846357634644006
517,807.4384500000001,12384.844937716303,0.03245346213119005,0.0021898141104542573
518,807.73715,12380.265040428065,0.029443612104618728,0.006421986055567616
519,809.9101900000001,12347.048010347911,0.06472307701948428,0.012444358984149454
520,820.6358399999999,12185.673002046804,0.09037555217926833,0.009505983646424226
521,820.99993,12180.269004407834,0.07572584105720209,0.10083373471298275
522,821.80634,12168.316929752575,0.13099076666459367,0.25359006569053116
523,822.2638800000001,12161.545999077569,0.1443008751664402,0.4394445772597683
524,824.1393,12133.871057963137,0.14128797305224805,0.32261249565633965
525,825.0398300000002,12120.626952034543,0.09788067092037311,0.015531280204628855
526,826.65506,12096.944038544927,0.08575582828319585,0.14618817595195696
527,827.19219,12089.08899393743,0.10599458543770475,0.007929263656287423
528,827.8166900000001,12079.96905691766,0.1909463565661498,0.24789468356513394
529,829.57942,12054.300961323268,0.13032435855755375,0.19400337426245395
530,833.42056,11998.74406746097,0.13356238720003283,0.1146997998862761
531,836.30934,11957.298001717882,0.07001528620929706,0.006157726769526756
532,836.79326,11950.383061163757,0.061060180447781755,0.007808070057051293
533,840.37088,11899.50798866329,0.03153630756152263,0.0039960470967287795
534,842.6455500000001,11867.385996401452,0.023977358077434632,0.0038797683815716077
535,844.1891100000001,11845.687040431021,0.04797431010009459,0.008889463953244772
536,847.07343,11805.35198701723,0.02774007669010609,0.015142233190636671
537,847.40721,11800.702049726484,0.026348350113851646,0.0038015192202794515
538,851.64113,11742.035051782903,0.047307762960741406,0.02471594069055229
539,852.90116,11724.688004879721,0.031219749608642565,0.057257512422156515
540,857.4160099999999,11662.949937218926,0.020427703638725744,0.006747465487420409
541,860.11924,11626.294977426618,0.026630842458982864,0.02015865803757115
542,861.2977300000001,11610.387037708782,0.02859556640023231,0.003136534503781933
543,861.41696,11608.780026806066,0.030893994282942802,0.010626111833420854
544,861.63072,11605.900031048104,0.027533167680662458,0.0033650594360116045
545,861.86464,11602.750055971666,0.023715894907357107,0.004512800421538038
546,862.3969,11595.588991565253,0.014353542936122206,0.007544530037247091
547,867.7129100000001,11524.549058512912,0.03972478248547947,0.06850411560853871
548,869.10119,11506.140038768099,0.0397196082906121,0.030613171690863878
549,870.18433,11491.81806112275,0.01867693043229065,0.007322778868854706
550,871.27838,11477.387973290466,0.02818408972735354,0.010286177536099735
551,875.9592600000001,11416.056038953226,0.02215221022329101,0.010873533312948007
552,876.63732,11407.225966606122,0.019663596789438135,0.012287869843808997
553,878.6852800000001,11380.639038359672,0.009530654475306112,0.002982195233335586
554,879.5758599999999,11369.116019168603,0.034435362537719484,0.014769393079683387
555,879.8899200000001,11365.05802907709,0.02234373759670153,0.0030078331700336383
556,880.70437,11354.547951204102,0.06871616970973117,0.06051361324351833
557,881.05898,11349.977954937818,0.06977128235933137,0.06051361324351833
558,882.6644200000001,11329.333972700519,0.027470113162596364,0.019772749749346792
559,884.9169900000002,11300.494976370606,0.012572763150669554,0.0056974965479730565
560,886.93676,11274.761010018346,0.055048528595547194,0.07375448520957066
561,887.84612,11263.213044170312,0.02588116748930524,0.004043795795357717
562,894.5519200000001,11178.780992387785,0.09804038498694131,0.023091544239775576
563,894.76459,11176.123990333592,0.11808143272921286,0.07443383527528534
564,895.2646100000001,11169.881941384905,0.18374070625438838,0.15428370511587713
565,897.78647,11138.506019142837,0.23401769014936016,0.4023385726963947
566,901.30681,11095.001046314073,0.2632178800387867,0.561893863730809
567,901.6451999999999,11090.83706096367,0.2885323072240915,0.5448936855427049
568,902.2222900000002,11083.743009718812,0.2771097080884401,0.526903977867619
569,903.92359,11062.881985412063,0.05652234541843584,0.0006229634602835666
570,908.66788,11005.12103498145,0.3188389921710906,0.5414009681681342
571,910.6136200000001,10981.606007606168,0.3268483055191363,0.49218492375467005
572,921.25533,10854.754023512678,0.17628751558109954,0.09468587945899433
573,978.6674000000002,10217.975994704635,0.17409974067211478,0.16909120880919262
574,980.29961,10200.962948460216,0.1559682547655609,0.14574240925724546
575,980.3487100000001,10200.452041192566,0.1516487174473824,0.14574240925724546
576,983.6880900000001,10165.82400626605,0.057221789747899175,0.0038971039298117726
577,986.44409,10137.421979992805,0.024005970608992854,0.008386939927109741
578,989.1747700000001,10109.436980484246,0.03533644593479928,0.008732770942395173
579,994.69321,10053.351022673614,0.015407700177354334,0.0031937339867482706
580,995.62017,10043.990972983202,0.01634582111453989,0.0007843449594318389
581,997.29673,10027.105974768412,0.007986839053495906,0.0003474932870563935
582,998.03766,10019.661983496695,0.0109080626448326,0.0011239718571630839
583,998.3200300000001,10016.827970485576,0.012638073505403108,0.002072386508190362
584,999.88031,10001.19704327411,0.02131937850274188,0.00033176965339119145
585,1002.2539000000002,9977.511686409998,0.031905328225070195,0.0010853389768131416
586,1003.5609000000001,9964.517350167787,0.02379834402073702,0.001336405052844978
587,1006.7804000000001,9932.652642026005,0.02711675320871757,0.014561318410503189
588,1007.3280000000001,9927.25308936116,0.01362745913436724,0.0007542598839715397
589,1008.4158,9916.544346092158,0.014275998150210828,0.0008101349999161657
590,1008.9005999999999,9911.77921789322,0.015328597207110975,0.0007582702817434999
591,1011.6789000000001,9884.559221310239,0.011372358345367253,0.0020934709313456977
592,1013.9879999999999,9862.049649502756,0.005701881363815285,0.0008975503807555951
593,1014.8344,9853.82442692128,0.023514654765864822,0.015591430072563608
594,1015.1860000000001,9850.411648702799,0.02463006809166561,0.0003238861142949691
595,1015.7949000000001,9844.506996441898,0.012728515320248822,0.0019056231110486487
596,1015.9290000000001,9843.20754698409,0.012725601685255925,0.002744600833879545
597,1017.0255999999999,9832.594184453175,0.010600495773661598,0.0023102458601156083
598,1019.7902,9805.938515588794,0.02022926210086817,0.002435660467828869
599,1021.9114,9785.584151424478,0.026067786923585048,0.01416986164049888
600,1022.1211,9783.57652532562,0.025053246063944334,0.0043434621336748865
601,1025.5364,9750.994698969242,0.006966034832200532,0.0010327674596504472
602,1026.141,9745.249434531901,0.007548477843098435,8.645404895304794e-05
603,1026.8033,9738.963635975848,0.00485072428361116,0.0007794852028515972
604,1028.6596,9721.38888316407,0.0054158289106396385,0.0007157048442742103
605,1031.0279,9699.058580277022,0.007455239595235829,0.0005713947217139876
606,1033.5161,9675.708003000631,0.018805970734238394,0.0011412501139377459
607,1034.372,9667.70175526793,0.02327499380116596,0.004975295256659147
608,1034.8019000000002,9663.685387512332,0.026709725268542303,0.0007671154225703085
609,1035.0802,9661.087131219396,0.02174682264254492,0.003759901603427161
610,1035.6644000000001,9655.637482566746,0.0047787384191936445,0.0024791936778966544
611,1036.5544,9647.347018159395,0.005307913078722656,0.0012247940267942222
612,1036.6902,9646.083275408604,0.004741479566516645,0.0017871026798815652
613,1038.1846,9632.198358557813,0.00926608142641673,0.008120020234909526
614,1039.1591,9623.165499873887,0.0025238967182810604,0.0007617012727757092
615,1039.8646,9616.636627499387,0.012027011271118366,0.0064796381303237624
616,1042.5887,9591.510055691184,0.007959096203451876,0.0024917686903867167
617,1042.6602,9590.852321782302,0.00800890847741714,0.0031495618806784195
618,1053.5122,9492.059038329126,0.01632376216940862,0.006504187560503087
619,1055.8543,9471.00371708483,0.005058593925925499,0.0012077056534643162
620,1058.0039000000002,9451.761000124856,0.008622915391691749,0.0018441357908124331
621,1061.9632,9416.522154440005,0.004834602248851654,0.0015795670212953453
